Manufacturer,Part_no,Name,Description,Image,Quantity,Price,Weight,UPC,Condition,
"Hamilton Beach","HBP100W RB","Hamilton Beach HB-P100N30AL-S3 - 1.1 CF Microwave Oven, White","","http://www.2cis.com/images/Hamilton_HB-P100N30AL-S3_White.jpg","64","61.78970000","38.00","","Refurbished",
"LG","BD550 RB","LG BD550 Blu-ray Player","","http://www.2cis.com/images/LG_BD550.jpg","1","61.78970000","5.00","","Refurbished",
"LG","BD630 RB","LG BD630 Blu-ray Player with Ethernet Connection","","http://www.2cis.com/images/LG_BD630.jpg","1","56.63970000","4.00","","Refurbished",
"LG","BP220 RB","LG BP220 Blu-ray Player","","http://www.2cis.com/images/LG_BP220.jpg","1","56.63970000","5.00","","Refurbished",
"Panasonic","NNSN960S RB","Panasonic NN-SN960S - 2.2 cu. ft. Microwave Oven","","http://www.2cis.com/images/PAN_NN-SN960S.jpg","1","123.58970000","41.00","","Refurbished",
"Philips","DC315 RBC","Philips DC315 Clock radio for iPod/iPhone","<strong><font color=""#ff0000"">Refurbished C Class Condition</font></strong>","http://www.2cis.com/images/Philips_DC315.jpg","2","28.82970000","3.00","","Refurbished Class C",
"Samsung","BDC6500 RB","Samsung BD-C6500 - 1080p Blu-ray Disc Player, No Remote","","http://www.2cis.com/images/Samsung_BD-C6500.jpg","1","41.18970000","5.00","","Refurbished",
"Sunbeam","SGG5702 RB","Sunbeam SGG5702 - 0.7CF Microwave Oven","","http://www.2cis.com/images/Sunbeam_SGG5702.jpg","1","48.39970000","26.00","","Refurbished",
"VIZ","VSB210WS RB","Vizio VSB210WS Sound Bar with Wireless Subwoofer","","http://www.2cis.com/images/Vizio_VSB210WS.jpg","2","154.48970000","37.00","","Refurbished",
"FoodSaver","V2222 RB","FoodSaver V2222 Vacuum Food Sealer","","http://www.2cis.com/images/FoodSaver_V2222.jpg","20","51.48970000","5.00","","Refurbished",
"FoodSaver","V3485 RB","Foodsaver Smartseal V3485 Brushed Stainless Steel and Black","","http://www.2cis.com/images/Foodsaver_V3485.jpeg","1","56.63970000","11.00","","Refurbished",
"McCulloch","MC1275 RB","McCulloch MC-1275 Heavy-Duty Steam Cleaner","","http://www.2cis.com/images/McCulloch_MC-1275.jpg","1","92.68970000","16.00","","Refurbished",
"Panasonic","HCV10K RB","Panasonic HCV10 Camcorder, Black","","http://www.2cis.com/images/PAN_HCV10_Black.jpg","1","205.98970000","2.00","","Refurbished",
"Panasonic","HCV10S RB","Panasonic HCV10 Camcorder, Silver","","http://www.2cis.com/images/PAN_HCV10_Silver.jpg","1","205.98970000","2.00","","Refurbished",
"Panasonic","KXTG6671B","Panasonic KX-TG6671B Dect 6.0 Telephone System, Black","","http://www.2cis.com/images/PAN_KX-TG6671B.JPG","180","75.17970000","4.00","","New",
"Samsung","SF760 RB","Samsung SF-760P Mono Laser Fax All-in-One Printer","","http://www.2cis.com/images/Samsung_SF760.jpg","1","144.18970000","17.00","","Refurbished",
"Turtle Beach","DX11 RB","Turtle Beach Ear Force DX11 - 7.1 Dolby Surround Sound Headset F","","http://www.2cis.com/images/turtlebeachdx11_sm.jpg","28","89.59970000","2.00","","Refurbished",
"Turtle Beach","P11 RB","Turtle Beach Ear Force P11 HS-Amplified Headset For PS3 PC MAC","","http://www.2cis.com/images/Turtlebeach_P11.jpg","134","43.24970000","2.00","","Refurbished",
"Turtle Beach","Z1 RB","Turtle Beach Ear Force Z1 Noise-Reduction PC Gaming Headset","","http://www.2cis.com/images/TurtleBeach_Z1.jpg","103","16.46970000","1.00","","Refurbished",
"FLUKE","1587ET","Fluke 1587/ET Advanced Electrical Troubleshooting Kit","","http://www.2cis.com/images/Fluke_1587ET.jpg","1","854.88970000","6.00","","New",
"FLUKE","375","Fluke 375 True-RMS AC/DC Clamp Meter","","http://www.2cis.com/images/Fluke_375.jpg","2","288.38970000","3.00","","New",
"FLUKE","771","Fluke 771 Milliamp Process Clamp Meters","","http://www.2cis.com/images/Fluke_771.jpg","1","442.88970000","2.00","","New",
"Croc-Pot","SCCPVL600SS RB","Crock-Pot SCCPVL600SS, Stainless Steel Cook and Carry Slow Cooke","","http://www.2cis.com/images/CrockPot_SCCPVL600SS.jpg","129","30.88970000","13.00","","Refurbished",
"Croc-Pot","SCV700B RB","Crock-Pot SCV700B - 7 Qt. Slow Cooker, Black","","http://www.2cis.com/images/CrockPot_SCV700B.jpg","194","25.73970000","12.00","","Refurbished",
"FLUKE","902","Fluke 902 True-rms HVAC Clamp Meter","","http://www.2cis.com/images/Fluke_902.jpg","1","215.27000000","2.00","","New",
"FLUKE","902/62","Fluke 902/62 COMBO True-rms HVAC Clamp Meter Clamp Meter with FL","Fluke 902/62 COMBO True-rms HVAC Clamp Meter Clamp Meter with FLUKE-62 mini IR Thermometer Pack","http://www.2cis.com/images/Fluke_902_62.JPG","1","257.48970000","2.00","","New",
"Haier","HPIMD25S RB","Haier HPIMD25S Portable Countertop Single Glass Ice Maker, Silve","","http://www.2cis.com/images/Haier_HPIMD25S.jpg","2","113.28970000","26.00","","Refurbished",
"Hello Kitty","11409N-HK","Hello Kitty 11409N-HK Ear-Buds","","http://www.2cis.com/images/HelloKitty_11409N-HK.jpg","4136","6.16970000","1.00","","New",
"Hello Kitty","76009-TA","Hello Kitty 76009 Mini Fridge","","http://www.2cis.com/images/HelloKitty_76009.jpg","7","56.63970000","5.00","","New",
"Hello Kitty","89099","Hello Kitty 89099 Electric Guitar","","http://www.2cis.com/images/HelloKitty_89099.jpg","1","82.38970000","5.00","","New",
"Hello Kitty","APP-61209","Hello Kitty APP-61209 Pancake Maker","","http://www.2cis.com/images/HelloKitty_APP-61209.jpg","8","40.15970000","3.00","","New",
"Hello Kitty","APP-94209","Hello Kitty APP-94209 Ice Cream Maker","","http://www.2cis.com/images/HelloKitty_94209.jpg","12","50.45970000","6.00","","New",
"Haier","CPRB07XC9XG RB","Haier CPRB07XC9XG - 7,000 BTU Portable Air Conditioner","","http://www.2cis.com/images/Haier_CPR07XC9-LW.jpg","3","185.38970000","71.00","","Refurbished",
"TORIN","T82015W RB","Torin T82015W - 2 Ton 360 Degree Jack Handle","","http://www.2cis.com/images/Torin_T82015.jpg","4","82.38970000","21.00","","Refurbished",
"TORIN","T825010 RB","Torin T825010 - 2 1/2-Ton Low Profile Trolley Jack","","http://www.2cis.com/images/Torin_T825010.jpg","3","81.37000000","32.00","","Refurbished",
"TORIN","T83006 RB","Torin T83006 - 3 Ton SUV Floor Jack","","http://www.2cis.com/images/Torin_T83006.jpg","1","82.38970000","45.00","","Refurbished",
"TORIN","T88007 RB","Torin T88007 - 7 GALLON AIR TANK","","http://www.2cis.com/images/TORIN_T88007.jpg","3","81.37000000","22.00","","Refurbished",
"Cuisenart","DCC1200 RB","Cuisinart DCC-1200 Brew Central 12-Cup Programmable Coffeemaker","","http://www.2cis.com/images/Cuisinart_DCC-1200.jpg","1","54.57970000","8.00","","Refurbished",
"Mr. Coffee","BVMCLMX43 RB","Mr. Coffee BVMC-LMX43 - 12 Cup Black w/ Stainless Steel Programm","","http://www.2cis.com/images/Mr.Coffee_BVMC-LMX43.JPG","1","46.33970000","8.00","","Refurbished",
"HOLMES","HAP424 RB","Holmes HAP424 HEPA-type Tower Air Purifier","","http://www.2cis.com/images/Holmes_HAP424_White.jpg","118","48.39970000","13.00","","Refurbished",
"Mr. Coffee","CGX9 RB","Mr. Coffee CGX9 - 5 Cup Black Programmable Coffee Maker","","http://www.2cis.com/images/Mr.Coffee_CGX9.jpg","103","21.61970000","3.00","","Refurbished",
"Vtech","CS63192 RB","VTech CS6319-2 DECT Expandable Two Handset Cordless Phone System","","http://www.2cis.com/images/Vtech_CS6319-2.jpg","2","15.07920000","2.00","","Refurbished",
"Hello Kitty","HK-13309-IPH","Hello Kitty 13309-IPH Earbuds with Mic (3.5mm)","","http://www.2cis.com/images/HelloKitty_13309-IPH.jpg","912","11.31970000","1.00","","New",
"Hello Kitty","HKBL1000","Hello Kitty HKBL1000 Bling Earbuds","","http://www.2cis.com/images/HelloKitty_HKBL1000.jpg","282","12.86470000","1.00","","New",
"HOLMES","HAP412 RB","Holmes HAP412 HEPA-type Mini Tower Air Purifier","","http://www.2cis.com/images/Holmes_HAP412.JPG","92","36.03970000","7.00","","Refurbished",
"HOLMES","HAP706 RB","Holmes HAP706 Allergen Remover Mini Tower","","http://www.2cis.com/images/Holmes_HAP706.JPG","34","41.18970000","7.00","","Refurbished",
"HOLMES","HAP716 RB","Holmes HAP716 True Hepa Allergen Remover Tower Air","","http://www.2cis.com/images/Holmes_HAP716.jpg","24","61.78970000","13.00","","Refurbished",
"Vivitar","GB-PRO","Vivitar VIV-GB-PRO Replacement battery for Gopro AHDBT-001 Lithi","Vivitar VIV-GB-PRO Replacement battery for Gopro AHDBT-001 Lithium Ion Rechargeable Battery 1600 mAh","http://www.2cis.com/images/Vivitar_VIV-GB-PRO.jpg","308","8.22970000","1.00","","New",
"Samsung","ML2165W RB","Samsung ML-2165W Mono Wireless Laser Printer","","http://www.2cis.com/images/Samsung_ML-2165W.jpg","204","60.75970000","10.00","","Refurbished",
"HOLMES","HAP726 RB","Holmes HAP726 True HEPA Allergen Remover for Medium to Large Roo","","http://www.2cis.com/images/Holmes_HAP726.JPG","99","66.93970000","16.00","","Refurbished",
"HOLMES","HAP8650 RB","Holmes HAP8650 - HEPA Allergen Remover for Large Rooms","","http://www.2cis.com/images/Holmes_HAP8650.jpg","68","72.08970000","24.00","","Refurbished",
"HOLMES","HAP9726 RB","Holmes HAP9726 Allergen Remover Console","","http://www.2cis.com/images/Holmes_HAP9726.jpg","1","77.23970000","18.00","","Refurbished",
"Amana","APN14JE RB","Amana APN14JE - 14,000 Btu Portable Air Conditioner","","http://www.2cis.com/images/Amana_APN14JE.jpg","6","350.18970000","87.00","","Refurbished",
"California","USB 2.0","USB 2.0 CABLE AM/BM 6'","","http://www.2cis.com/images/USB 2.0 cable.jpg","508","3.69770000","1.00","","New",
"HOO","UH20040 RB","Hoover UH20040 Sprint QuickVac Bagless Upright","","http://www.2cis.com/images/Hoover_UH20040.jpg","52","46.33970000","13.00","","Refurbished",
"HOO","UH70055 RB","Hoover UH70055 Turbo Cyclonic Bagless Upright","","http://www.2cis.com/images/Hoover_UH70055.jpg","21","72.08970000","22.00","","Refurbished",
"Schumacher","XC75 RB","Schumacher XC75 Battery Charger W/Engine Start","","http://www.2cis.com/images/Schumacher_XC75.jpg","378","41.18970000","12.00","","Refurbished",
"Schumacher","SC600 RB","Schumacher SC-600 SpeedCharge High Frequency Battery Charger","","http://www.2cis.com/images/Schumacher_SC600.jpg","2","28.82970000","3.00","","Refurbished",
"Schumacher","XC10 RB","Schumacher XC10 SpeedCharge 10 Amp Battery Charger","","http://www.2cis.com/images/Schumacher_XC10.jpg","524","28.82970000","3.00","","Refurbished",
"Schumacher","XC6 RB","Schumacher XC6 SpeedCharge 6 Amp Battery Charger","","http://www.2cis.com/images/Schumacher_XC6.jpg","6","25.73970000","3.00","","Refurbished",
"Schumacher","XCS15 RB","Schumacher XCS15 SpeedCharge Ship 'n Shore Battery Charger","","http://www.2cis.com/images/Schumacher_XCS15.jpg","1","36.03970000","3.00","","Refurbished",
"Panasonic","DMCZS15K RB","Panasonic LUMIX DMC-ZS15 12.1 Megapixel Digital Camera, Black","","http://www.2cis.com/images/PAN_DMC-ZS15_Black.jpg","3","159.63970000","2.00","","Refurbished",
"Panasonic","KXTG155 RB","Panasonic KX-TG155 DECT 6.0 Link-to-Cell via Bluetooth Cordless","Panasonic KX-TG155 DECT 6.0 Link-to-Cell via Bluetooth Cordless Phone with Answering System, 5 Handsets","http://www.2cis.com/images/PAN_KX-TG155.jpg","281","92.68970000","5.00","","Refurbished",
"Panasonic","KXTG6644B RB","Panasonic KX-TG6644B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KXTG6644B.jpg","2","75.17970000","4.00","","Refurbished",
"Panasonic","KXTG9471B RB","Panasonic KX-TG9471B Two Line Expandable Digital Answering Syste","","http://www.2cis.com/images/PAN_KX-TG9471B.jpg","106","102.98970000","4.00","","Refurbished",
"Panasonic","SCHC05W","Panasonic SC-HC05W Compact Stereo System with iPod Dock, White","","http://www.2cis.com/images/PAN_SC-HC05W.jpg","416","72.08970000","6.00","","New",
"Panasonic","TCP42X3","Panasonic TC-P42X3 VIERA 42"" Class X3 Series Plasma HDTV","","http://www.2cis.com/images/PAN_TC-P42X3.jpg","1","514.98970000","62.00","","New",
"Mr. Coffee","BVMCKG1WMB RB","Mr. Coffee BVMC-KG1-WM-B Single Serve Coffee Brewer","","http://www.2cis.com/images/Mr.Coffee_BVMCKG1.jpg","2","51.48970000","7.00","","Refurbished",
"Schumacher","SC1200A RB","Schumacher SC-1200A SpeedCharge 12/8/2 Amp Charger/Maintainer/St","","http://www.2cis.com/images/Schumacher_SC-1200A.jpg","1","30.88970000","5.00","","Refurbished",
"Schumacher","SC600A RB","Schumacher SC-600A SpeedCharge High Frequency Battery Charger","","http://www.2cis.com/images/Schumacher_SC600.jpg","1","27.79970000","3.00","","Refurbished",
"Schumacher","SSC1500A RB","Schumacher SSC-1500A SpeedCharge Charger with Battery Clamps","","http://www.2cis.com/images/Schumacher_SSC-1500A.jpg","156","36.03970000","5.00","","Refurbished",
"Schumacher","WM1200A RB","Schumacher SC-1200A SpeedCharge 12/8/2 Amp Charger/Maintainer/St","","http://www.2cis.com/images/Schumacher_SC-1200A.jpg","1","30.88970000","5.00","","Refurbished",
"Schumacher","SEM1562 RB","Schumacher SEM-1562A 1.5 Amp Speed Charge Maintainer","","http://www.2cis.com/images/Schumacher_SEM-1562A.jpg","277","20.58970000","5.00","","Refurbished",
"Schumacher","WM1562 RB","Schumacher WM1562 1.5 Amp Speed Charge Maintainer","","http://www.2cis.com/images/Schumacher_SEM-1562A.jpg","14","20.58970000","5.00","","Refurbished",
"SAKAR","CR72S","Digital Concepts CR-72S SD 50-in-1 Hi-Speed Memory Card Reader","","http://www.2cis.com/images/DigitalConcepts_CR-72S.jpg","23","9.25970000","1.00","","New",
"SAKAR","DC015R","Sakar DC-015R Small digital video deluxe kit","","http://www.2cis.com/images/Sakar_DC-015R.jpg","75","6.69500000","1.00","","New",
"SAKAR","TR-023","Sakar TR-023 Camera/Video Mini Tripod","","http://www.2cis.com/images/Sakar_TR-023.jpg","225","2.87370000","1.00","","New",
"STANLEY","J45C09 RB","Stanley J45C09 450 Amp Jumper with Compressor","","http://www.2cis.com/images/Stanley_J45C09.jpg","63","64.87970000","18.00","","Refurbished",
"Schumacher","SE1555A RB","Schumacher SE-1555A Automatic Elite Wheel Battery Charger with E","","http://www.2cis.com/images/Schumacher_SE-1555A.jpg","42","82.38970000","28.00","","Refurbished",
"Fuji","T200BK RB","Fujifilm FinePix T200 - 14.0 Megapixel Digital Camera, Black","","http://www.2cis.com/images/Fuji_T200_Black.jpg","1","76.20970000","1.00","","Refurbished",
"Hello Kitty","APP-99209","Hello Kitty APP-99209 Popcorn Maker","","http://www.2cis.com/images/HelloKitty_APP-99209.jpg","4","123.58970000","14.00","","New",
"BUNN","GRXBC RB","Bunn-O-Matic GRX-B - C Class 10-cup Professional Coffee Brewer","","http://www.2cis.com/images/Bunn_GRX-B.jpg","23","54.57970000","7.00","","Refurbished",
"Schumacher","XP2260 RB","Schumacher XP2260 - 6 in 1 Jump Starter","","http://www.2cis.com/images/Schumacher_XP2260.jpg","563","72.08970000","27.00","","Refurbished",
"Schumacher","XP750 RB","Schumacher XP750 Instant Portable Power Source","","http://www.2cis.com/images/Schumacher_XP750.jpg","13","51.48970000","19.00","","Refurbished",
"JVC","HAS160 RB","JVC HA-S160 Compact Headphones","","http://www.2cis.com/images/JVC_HAS160.jpg","5","8.22970000","1.00","","Refurbished",
"JVC","VX10 RB","JVC VX-10G VIDEO CORD","","http://www.2cis.com/images/JVC_VX-10G.jpg","127","0.83430000","1.00","","Refurbished",
"Black&Decker","VEC026BD RB","Black & Decker VEC026BD Electromate 400 Jump Starter with Built-","Black &amp; Decker VEC026BD Electromate 400 Jump Starter with Built-In Air Compressor","http://www.2cis.com/images/Black_and_Decker_VEC026BD.jpg","31","82.38970000","25.00","","Refurbished",
"Panasonic","HDCTM80K RB","Panasonic HDC-TM80 Series HD Camcorder with 37x Optical/42x Inte","Panasonic HDC-TM80K Series HD Camcorder with 37x Optical/42x Intelligent Zoom, Black","http://www.2cis.com/images/PAN_HDC-TM80_Black.jpg","3","205.98970000","2.00","","Refurbished",
"Panasonic","HCV500MK RB","Panasonic HC-V500M - 16GB HD Camcorder, Black","","http://www.2cis.com/images/PAN_HC-V500M_Black.jpg","1","325.46970000","3.00","","Refurbished",
"Panasonic","SDRS70R RB","Panasonic SDR-S70 Camcorder with 78x Optical Zoom, Red","","http://www.2cis.com/images/PAN_SDR-S70_Red.jpg","7","123.58970000","2.00","","Refurbished",
"Panasonic","SDRS70S RB","Panasonic SDR-S70 Camcorder with 78x Optical Zoom, Silver","","http://www.2cis.com/images/PAN_SDR-S70_Silver.jpg","9","123.58970000","2.00","","Refurbished",
"Panasonic","DMCSZ7K RB","Panasonic LUMIX DMC-SZ7 - 14.1 Megapixel Digital Camera, Black","","http://www.2cis.com/images/PAN_DMC-SZ7_Black.jpg","472","119.46970000","2.00","","Refurbished",
"Uniden","DECT1688 RB","Uniden DECT1688 - 6.0 Corded/1 Handset Cordless Combination with","","http://www.2cis.com/images/Uniden_DECT1688.jpg","2","36.03970000","4.00","","Refurbished",
"Acustic Research","ARXP408","Acustic Research ARXP408 - 3 Way Tower Speaker, 1 speaker","1 Speaker only","http://www.2cis.com/images/AcusticResearch_ARXP408_1.jpg","1","144.18970000","63.00","","New",
"Kodak","M550 RB","Kodak EASYSHARE M550 - 12.7 MP Digital Camera, Dark Gray","","http://www.2cis.com/images/Kodak_M550.jpg","1","46.33970000","1.00","","Refurbished",
"Panasonic","KXTG7732S RB","Panasonic KX-TG7732S Link-to-Cell Bluetooth Cellular Convergence","Panasonic KX-TG7732S Link-to-Cell Bluetooth Cellular Convergence Solution with 2 Handset","http://www.2cis.com/images/PAN_KX-TG7732.jpg","57","51.48970000","3.00","","Refurbished",
"Panasonic","KXTG7742S RB","Panasonic KX-TG7742S Link-to-Cell Bluetooth Cellular Convergence","Panasonic KX-TG7742S Link-to-Cell Bluetooth Cellular Convergence Solution with 2 Handset","http://www.2cis.com/images/PAN_KX-TG7742S.jpg","14","55.60970000","3.00","","Refurbished",
"Samsung","SNR6400 RB","Samsung SNR-6400 - 64 Channel Network Video Recorder","","http://www.2cis.com/images/Samsung_SNR-6400.jpg","1","957.88970000","30.00","","Refurbished",
"Samsung","SRN3250 RB","Samsung Security SRN-3250 - 32 Channel Network Video Recorder, 1","","http://www.2cis.com/images/Samsung_SRN-3250.jpg","2","1472.88970000","30.00","","Refurbished",
"Samsung","SRN6450 RB","Samsung SRN-6450 - 64 Channel Network Video Recorder","","http://www.2cis.com/images/Samsung_SRN-6450.JPG","1","1781.88970000","30.00","","Refurbished",
"Samsung","SVR3200 RB","Samsung SVR-3200 - 32 Channel Premium DVR with 960FPS at half D1","Samsung SVR-3200 - 32 Channel Premium DVR with 960FPS at half D1 resolution, 500GB","http://www.2cis.com/images/Samsung_SVR-3200.jpg","3","1359.58970000","26.00","","Refurbished",
"Black&Decker","VEC010BD RB","Black & Decker VEC010BD Start It 300 Amp Jump Starter","","http://www.2cis.com/images/Black_and_Decker_VEC010BD.jpg","170","36.03970000","11.00","","Refurbished",
"Croc-Pot","SCV600B RB","Crock-Pot SCV600B - 6 Qt. Slow Cooker, Black","","http://www.2cis.com/images/CrockPot_SCV600B.jpg","145","22.64970000","12.00","","Refurbished",
"Panasonic","KXTG234 RB","Panasonic KX-TG234SK - Dect 6.0 Plus Expandable Digital Cordless","Panasonic KX-TG234SK - Dect 6.0 Plus Expandable Digital Cordless Phone System with 4 Handsets","http://www.2cis.com/images/PAN_KX-TG234SK.jpg","42","68.99970000","4.00","","Refurbished",
"Panasonic","KXTG254 RB","Panasonic KX-TG254SK - DECT 6.0 Cordless Telephone","","http://www.2cis.com/images/PAN_KX-TG254SK.jpg","226","68.99970000","4.00","","Refurbished",
"Schumacher","XP750C RB","Schumacher XP750C Instant Portable Power Source","","http://www.2cis.com/images/Schumacher_XP750.jpg","1","51.48970000","19.00","","Refurbished",
"Panasonic","AA 24 AK","Panasonic AM-3PA/2B Box Of 24 (12x2) Alkaline Plus AA Battery","","http://www.2cis.com/images/PAN_AM-3PA-2B_12pack.jpg","6","13.37970000","2.00","","New",
"Black&Decker","GD1810B RB","Black & Decker GD1810B Familly Size Griddle","","http://www.2cis.com/images/Black_and_Decker_GD1810B.jpg","74","28.82970000","4.00","","Refurbished",
"Hamilton Beach","33156SZ RB","Hamilton Beach 33156SZ Portable 5 Qt Oval Slow Cooker","","http://www.2cis.com/images/Hamilton_33156SZ.jpg","85","30.88970000","12.00","","Refurbished",
"Acustic Research","ARXP408X2","Acustic Research ARXP408X2 - 3 Way Tower Speaker, 1 Pair","2 Speakers","http://www.2cis.com/images/AcusticResearch_ARXP408.jpg","1","267.78970000","126.00","","New",
"FLUKE","116","Fluke 116 HVAC Multimeter with Temperature and Microamps","","http://www.2cis.com/images/Fluke_116.jpg","1","144.18970000","2.00","","New",
"FLUKE","233","Fluke 233 Remote Display Multimeter","","http://www.2cis.com/images/Fluke_233.jpg","4","267.78970000","3.00","","New",
"FLUKE","28II","Fluke 28 II Industrial Rugged Multimeters","","http://www.2cis.com/images/Fluke_28II.jpg","2","339.88970000","3.00","","New",
"FLUKE","353","Fluke 353 True-rms 2000 A Clamp Meters","","http://www.2cis.com/images/Fluke_353.jpg","2","597.38970000","4.00","","New",
"FLUKE","373","Fluke 373 True-rms AC Clamp Meter","","http://www.2cis.com/images/Fluke_373.jpg","2","154.48970000","2.00","","New",
"FLUKE","572","Fluke 572 Handheld Infrared Thermometer","","http://www.2cis.com/images/Fluke_572.jpg","4","793.08970000","3.00","","New",
"FLUKE","971","Fluke 971 Temperature Humidity Meter","","http://www.2cis.com/images/Fluke_971.jpg","2","216.28970000","1.00","","New",
"Haier","HVW18ABBX RB","Haier HVW18ABB - 18 Bottle Wine Tower Cooler Refrigerator, Black","","http://www.2cis.com/images/Haier_HVW18_Black.jpg","1","123.58970000","50.00","","Refurbished",
"Uniden","DCX160 RB","Uniden DCX160 Extra Handset For 1600 Series","","http://www.2cis.com/images/Uniden_DCX160.jpg","1","20.58970000","2.00","","Refurbished",
"DIR","SD20505 RB","Dirt Devil SD20505 Bagless Swift Stick","","http://www.2cis.com/images/DirtDevi_ SD20505.jpg","60","30.88970000","10.00","","Refurbished",
"HOO","BH20090 RB","Hoover BH20090 Presto 2-in-1 Cordless Stick Vacuum","","http://www.2cis.com/images/Hoover_BH20090.jpg","48","51.48970000","11.00","","Refurbished",
"Sylvania","SB115 RB","Sylvania SB115-MBK Quality Craft Antique Electric Stove Heater,","","http://www.2cis.com/images/Sylvania_SB115-MBK.jpg","156","66.93970000","19.00","","Refurbished",
"Mr. Coffee","TF6 RB","Mr. Coffee TF6 5-Cup Switch Coffee Maker, White","","http://www.2cis.com/images/Mr.Coffee_TF6.jpg","2297","18.52970000","4.00","","Refurbished",
"Panasonic","EH2511A","Panasonic EH2511A Pore Cleanser with Mist","<p>Deep Cleaning Suction Power for Cleaner, Healthier Pores <br/>  The Pore Cleanser uses deep suction power to remove oil and dirt from the pores on your face. It cleans deep below the surface for clear, beautiful skin. </p>  <p>Micro-Fine Mist Helps Ensure the Suction Cup Stays on Your Skin<br/>  Continuous micro-fine mist helps ensure the suction cup stays tightly on your skin to remove oil and dirt from the pores. </p>  <p>Wet or Dry for Your Convenience <br/>  Use in the shower or at the bathroom sink. Just rinse clean under water for a quick and easy clean up.</p>  <p>Reversible Suction Cup for Hard-to-Reach Areas<br/>  Ultra slim design allows suction cup to focus in on hard-to-reach areas around the nose. Simply reverse the suction cup to cover larger areas of your face. </p>","http://www.2cis.com/images/PAN_EH2511.jpg","26","38.09970000","2.00","","New",
"Uniden","DECT16803XBB RB","Uniden DECT1680-3XBB Digital Answering System 3 Handset W/ Water","","http://www.2cis.com/images/Uniden_DECT1680-3XBB.jpg","609","51.48970000","4.00","","Refurbished",
"Uniden","EXI4561 RB","Uniden EXI4561 2.4GHz Cordless Phone","","http://www.2cis.com/images/Uniden_EXI4561.jpg","2","15.43970000","2.00","","Refurbished",
"Uniden","TRU448 RB","Uniden TRU448 PowerMax 2.4GHz Digital Cordless Phone","","http://www.2cis.com/images/Uniden_TRU448.jpg","1","19.55970000","3.00","","Refurbished",
"Hello Kitty","HK35009","Hello Kitty 35009-N Plus Headphone with Plush Ears, Black","","http://www.2cis.com/images/HelloKitty_35009-N.jpg","1","14.40970000","1.00","","New",
"Sony","MHCEC909IP RB","Sony MHC-EC909iP Mini Hi-Fi Music System","","http://www.2cis.com/images/Sony_MHC-EC909iP.jpg","107","180.23970000","44.00","","Refurbished",
"Fruit Of The Loom","LOW","Fruit of the Loom - Men's Low-Cut Socks, 6 Pairs","","http://www.2cis.com/images/Fruit of the Loom_Socks.jpg","1189","5.13970000","1.00","","New",
"PLA","480","Plantronics .Audio 480 Virtual Phone Booth Stereo Earbud Headset","","http://www.2cis.com/images/Plantronics_78515-01.jpg","446","15.43970000","1.00","","New",
"Fruit Of The Loom","SHO","Fruit of the Loom - Men's No-Show Socks, 6 Pairs","","http://www.2cis.com/images/Fruit of the Loom_Socks_no show.jpg","573","4.93370000","1.00","","New",
"Panasonic","ERGN25VP","Panasonic ER-GN25VP Precision Facial Hair Trimmer","","http://www.2cis.com/images/PAN_ER-GN25VP.jpg","24","18.52970000","1.00","","New",
"Panasonic","ESWR40VP","Panasonic ES-WR40VP Precision Body Shaver","","http://www.2cis.com/images/PAN_ES-WR40VP.jpg","16","19.55970000","1.00","","New",
"Panasonic","DMPBDT220 RB","Panasonic DMP-BDT220 Smart Network 3D Blu-Ray Disc Player","","http://www.2cis.com/images/PAN_DMP-BDT220.jpg","102","75.17970000","4.00","","Refurbished",
"Panasonic","DMPBDT320 RB","Panasonic DMP-BDT320 Smart Network 3D Blu-Ray Disc Player","","http://www.2cis.com/images/PAN_DMP-BDT320.jpg","5","100.92970000","4.00","","Refurbished",
"Panasonic","EHSE60VP","Panasonic EH-SE60VP Heated Eyelash Curler","","http://www.2cis.com/images/PAN_EH-SE60VP.jpg","36","26.76970000","1.00","","New",
"Panasonic","ER415SC","Panasonic ER415SC Wet/Dry Nose/Ear Hair Groomer","","http://www.2cis.com/images/PAN_ER415SC.jpg","9","11.31970000","1.00","","New",
"Panasonic","TCP50X5 RB","Panasonic TC-P50X5 VIERA 50"" Class X5 Series Plasma HDTV","","http://www.2cis.com/images/PAN_TC-P50X5.jpg","1","690.08970000","58.00","","Refurbished",
"EUREKA","166DX","Eureka 166DX Easy Clean 2-in-1 Converts To Handvac, Stands Uprig","","http://www.2cis.com/images/Eureka_166DX.jpg","11","33.65010000","4.00","","New",
"EUREKA","4242A","Eureka 4242A WhirlWind Rewind Upright Vacuum","","http://www.2cis.com/images/Eureka_4242A.jpg","23","97.79850000","24.00","","New",
"EUREKA","4700D","Eureka 4700D LightSpeed Lightweight & Powerful Uplight Vacuum","","http://www.2cis.com/images/Eureka_4700D.jpg","22","70.94640000","16.00","","New",
"EUREKA","4711BZ","Eureka 4711BZ LightSpeed Lightweight & Powerful Uplight Vacuum","","http://www.2cis.com/images/Eureka_4711BZ.jpg","23","80.28850000","17.00","","New",
"EUREKA","71B","Eureka 71B Easy Clean Crevice/Cord Wrap/2 Motor System Hand Vacu","","http://www.2cis.com/images/Eureka_71B.jpg","14","46.29850000","7.00","","New",
